lesson_id,module_id,num,title,subtitle,image
474,38,7,Éviter les spirales,"Une spirale négative commence souvent par une décision défensive ratée. Comment détecter les premiers signes d'une spirale — tilt de résultat, sizing incohérent, calls irrationnels — et interrompre le cycle avant qu'il s'emballe.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S7-L07.webp
475,38,8,Synthèse défensive,Défense et attaque sont les deux faces d'une même stratégie. Reviens sur les outils défensifs de ce module pour construire un jeu complet — capable d'attaquer quand les conditions sont favorables et de se protéger quand elles ne le sont pas.,https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S7-L08.webp
476,39,1,Lire le meta d’un site,"Chaque site a ses tendances propres. Comment identifier le métagame dominant d'une plateforme — les styles qui y prédominent, les erreurs récurrentes du field, les stratégies sur-représentées — pour construire un jeu qui les contre.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S8-L01.webp
477,39,2,Évolution du field,"Le field d'aujourd'hui n'est plus celui d'il y a trois ans. Comment suivre l'évolution stratégique des adversaires, détecter les nouvelles tendances qui émergent et rester un coup d'avance sur un field qui progresse en permanence.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S8-L02.webp
478,39,3,PKO meta,"Le métagame des PKO a ses propres codes — chasse aux bounties, sur-appels, stratégies anti-PKO. Comment lire le méta spécifique des tournois progressive knockout et construire une stratégie qui l'exploite de façon systématique.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S8-L03.webp
479,39,4,Turbo / Hyper,"Les turbos et hyper-turbos ont un métagame compressé où la variance est maximale et les décisions se succèdent rapidement. Comment adapter sa stratégie à ces formats — ranges plus larges, push/fold plus tôt, lecture adverse accélérée.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S8-L04.webp
480,39,5,Series,"Les Series (WSOP, SCOOP, WCOOP) concentrent des fields atypiques — plus larges, plus récréatifs, mais aussi plus compétitifs aux niveaux élevés. Comment adapter sa stratégie à ces événements particuliers pour en tirer le maximum.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S8-L05.webp
481,39,6,Anti-meta,"Quand tout le monde joue GTO, jouer différemment devient un avantage. Comment construire une stratégie anti-méta — qui exploite les attentes du field plutôt que de s'y conformer — sans devenir soi-même exploitable.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S8-L06.webp
482,39,7,Construire son style,"Le meilleur style de jeu n'est pas celui du solver — c'est celui qui correspond à tes forces. Comment identifier tes avantages naturels, construire un style cohérent autour d'eux et le développer progressivement.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S8-L07.webp
483,39,8,Adapter son style,"Un style unique devient prévisible. Comment maintenir un style de base reconnaissable tout en étant capable de l'ajuster — selon le format, la table, la phase du tournoi — pour rester difficile à lire.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S8-L08.webp
484,39,9,Stratégie carrière,"La stratégie au poker ne s'arrête pas à la table. Sélection des formats, gestion du volume, investissement dans l'étude, progression de limite — comment penser sa trajectoire de joueur avec la même rigueur que ses décisions en jeu.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S8-L09.webp
485,39,10,Synthèse méta,"La vision long terme est ce qui sépare les joueurs qui stagnent de ceux qui progressent vraiment. Reviens sur l'ensemble du parcours stratégique et construis ta propre feuille de route — un style, un plan, une direction claire.",https://vpzqboqbaosguyyqyzmx.supabase.co/storage/v1/object/public/academy/strategies/S8-L10.webp
